epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,59.9578,1.92592,3.8399,1.74948,0.47586,0.51274,0.50202,0.21922,1.78631,2.22563,1.69138,0.000416046,0.000416046,0.000416046
2,106.592,1.92707,2.66802,1.74813,0.60604,0.54574,0.57644,0.26458,1.82675,1.74831,1.70451,0.000816225,0.000816225,0.000816225
3,152.857,1.93879,2.31183,1.74904,0.51705,0.61421,0.55609,0.26399,1.77744,1.7073,1.69378,0.0011999,0.0011999,0.0011999
4,198.103,1.90232,2.0907,1.73596,0.62725,0.57868,0.63874,0.30845,1.7523,1.55521,1.67137,0.00117575,0.00117575,0.00117575
5,243.544,1.83473,1.90426,1.67415,0.69746,0.69041,0.71905,0.3553,1.66286,1.40176,1.5756,0.001151,0.001151,0.001151
6,289.491,1.77577,1.7716,1.62205,0.7718,0.65988,0.75286,0.38594,1.66187,1.36244,1.60156,0.00112625,0.00112625,0.00112625
7,335.141,1.73289,1.64444,1.59295,0.82341,0.76041,0.84685,0.44513,1.59022,1.14487,1.54248,0.0011015,0.0011015,0.0011015
8,380.974,1.69682,1.54106,1.5563,0.83648,0.73775,0.83409,0.4417,1.55135,1.09816,1.49883,0.00107675,0.00107675,0.00107675
9,426.316,1.67065,1.46417,1.52765,0.84565,0.8039,0.8794,0.47589,1.55171,0.99872,1.52532,0.001052,0.001052,0.001052
10,472.04,1.66772,1.41549,1.52502,0.86112,0.77011,0.86507,0.45948,1.54139,1.13293,1.49517,0.00102725,0.00102725,0.00102725
11,516.936,1.61448,1.3556,1.48932,0.8953,0.81112,0.89437,0.48681,1.52408,0.92404,1.48017,0.0010025,0.0010025,0.0010025
12,562.851,1.58125,1.29614,1.46814,0.87566,0.8333,0.89579,0.46901,1.53936,0.92496,1.47979,0.00097775,0.00097775,0.00097775
13,608.01,1.571,1.27172,1.4609,0.82532,0.82428,0.88393,0.4931,1.48636,0.9042,1.44592,0.000953,0.000953,0.000953
