epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.4172,0.96578,2.34695,1.28519,0.58301,0.85,0.87795,0.63384,1.64631,1.03162,1.37387,0,0,0
2,10.675,1.24697,3.27176,1.63581,0.58762,0.85,0.84888,0.63044,1.67293,1.01983,1.38661,7.973e-07,7.973e-07,7.973e-07
3,10.9421,1.35172,3.63757,1.61338,0.58976,0.85,0.8539,0.63385,1.68915,1.01419,1.39062,8.092e-07,8.092e-07,8.092e-07
