epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.8627,1.94111,3.0929,1.80888,0.59213,0.53551,0.55141,0.24316,1.92141,2.13994,2.01572,0.000416046,0.000416046,0.000416046
2,131.132,2.04464,2.33817,1.95496,0.45764,0.4525,0.43799,0.19734,1.95516,1.94223,2.03543,0.000816225,0.000816225,0.000816225
3,185.431,2.01176,2.26726,1.94122,0.52223,0.51056,0.52588,0.23266,1.8669,1.97695,1.9866,0.0011999,0.0011999,0.0011999
4,240.312,1.94934,2.13701,1.90064,0.64097,0.60904,0.66671,0.31909,1.77625,1.49632,1.88944,0.00117575,0.00117575,0.00117575
5,294.56,1.8915,1.95627,1.85806,0.68578,0.63964,0.6781,0.31126,1.70363,1.449,1.84482,0.001151,0.001151,0.001151
6,348.745,1.80643,1.74558,1.76639,0.71696,0.66753,0.73486,0.35883,1.70103,1.28294,1.83968,0.00112625,0.00112625,0.00112625
7,403.061,1.76955,1.65325,1.74358,0.78744,0.7175,0.82961,0.41956,1.63181,1.16212,1.75591,0.0011015,0.0011015,0.0011015
8,457.061,1.71412,1.55246,1.69856,0.81962,0.74218,0.8432,0.43827,1.58877,1.06374,1.73562,0.00107675,0.00107675,0.00107675
9,511.091,1.67493,1.44966,1.6536,0.83163,0.78101,0.86509,0.46323,1.58754,1.02134,1.72809,0.001052,0.001052,0.001052
10,565.124,1.67182,1.38116,1.64487,0.84976,0.79993,0.88496,0.46987,1.56159,0.97806,1.70172,0.00102725,0.00102725,0.00102725
11,618.941,1.62596,1.33281,1.62128,0.87421,0.78433,0.87562,0.45216,1.59915,0.95466,1.73942,0.0010025,0.0010025,0.0010025
12,672.746,1.59008,1.26546,1.5925,0.88227,0.815,0.91536,0.4793,1.54204,0.91432,1.69259,0.00097775,0.00097775,0.00097775
13,726.718,1.5868,1.22138,1.58046,0.87845,0.811,0.89221,0.49129,1.55643,0.87498,1.69907,0.000953,0.000953,0.000953
14,780.958,1.54616,1.17991,1.55853,0.88568,0.83191,0.91194,0.49354,1.50927,0.85451,1.65434,0.00092825,0.00092825,0.00092825
15,835.31,1.5375,1.15677,1.54998,0.90052,0.84194,0.91039,0.51888,1.46635,0.80652,1.64109,0.0009035,0.0009035,0.0009035
16,889.174,1.50225,1.1078,1.51336,0.91376,0.79475,0.90334,0.48827,1.54159,0.88057,1.68874,0.00087875,0.00087875,0.00087875
17,943.516,1.49077,1.08033,1.5069,0.91928,0.84056,0.91663,0.51466,1.49626,0.81519,1.6435,0.000854,0.000854,0.000854
18,997.267,1.45668,1.02745,1.47418,0.93318,0.83227,0.91112,0.51409,1.50472,0.7791,1.65249,0.00082925,0.00082925,0.00082925
19,1051.4,1.45247,1.02749,1.47658,0.91859,0.87013,0.92007,0.53472,1.44088,0.75515,1.61753,0.0008045,0.0008045,0.0008045
20,1105.52,1.43372,0.99609,1.45981,0.92275,0.84678,0.91336,0.52097,1.46816,0.77826,1.63618,0.00077975,0.00077975,0.00077975
21,1159.42,1.4189,0.97145,1.45456,0.93926,0.90055,0.94639,0.54432,1.44545,0.71985,1.60203,0.000755,0.000755,0.000755
22,1213.4,1.3938,0.94198,1.43295,0.92453,0.8705,0.93121,0.5401,1.44467,0.73219,1.61198,0.00073025,0.00073025,0.00073025
23,1267.53,1.37761,0.93417,1.42607,0.93474,0.8891,0.94552,0.54901,1.45907,0.68301,1.62733,0.0007055,0.0007055,0.0007055
24,1321.54,1.35002,0.89276,1.40739,0.91391,0.89584,0.9401,0.54717,1.45244,0.68597,1.62561,0.00068075,0.00068075,0.00068075
25,1375.6,1.34585,0.87311,1.40767,0.94141,0.91897,0.96163,0.55847,1.4237,0.66079,1.60973,0.000656,0.000656,0.000656
26,1429.83,1.33302,0.85884,1.39914,0.93491,0.91565,0.96038,0.55953,1.43141,0.63141,1.59925,0.00063125,0.00063125,0.00063125
27,1484.78,1.31178,0.83594,1.37942,0.93646,0.91057,0.95479,0.55987,1.43428,0.65552,1.59947,0.0006065,0.0006065,0.0006065
28,1538.69,1.30755,0.81115,1.37814,0.95741,0.88827,0.95551,0.57211,1.38325,0.64516,1.56419,0.00058175,0.00058175,0.00058175
29,1592.88,1.25625,0.78427,1.34393,0.94939,0.89318,0.95204,0.57059,1.38862,0.6284,1.57079,0.000557,0.000557,0.000557
30,1646.92,1.26331,0.79668,1.34963,0.94191,0.9117,0.95417,0.57929,1.37756,0.60145,1.56721,0.00053225,0.00053225,0.00053225
31,1701.05,1.24734,0.77066,1.33624,0.96586,0.90638,0.96204,0.58497,1.37018,0.60655,1.56963,0.0005075,0.0005075,0.0005075
32,1755.13,1.2228,0.74376,1.31509,0.94874,0.90882,0.95576,0.58169,1.368,0.60531,1.56904,0.00048275,0.00048275,0.00048275
33,1809.2,1.218,0.73397,1.31876,0.95055,0.90983,0.95768,0.58015,1.3798,0.60029,1.5615,0.000458,0.000458,0.000458
34,1863.35,1.1843,0.72415,1.29204,0.96445,0.89892,0.95817,0.58244,1.34907,0.60375,1.54568,0.00043325,0.00043325,0.00043325
35,1917.43,1.18932,0.70778,1.29727,0.97762,0.90977,0.96286,0.57661,1.37418,0.58425,1.56392,0.0004085,0.0004085,0.0004085
36,1971.56,1.17166,0.69097,1.27074,0.93768,0.93224,0.96333,0.58024,1.36522,0.58436,1.56072,0.00038375,0.00038375,0.00038375
37,2025.59,1.15163,0.67927,1.26618,0.94198,0.94146,0.96926,0.57618,1.39089,0.57722,1.59609,0.000359,0.000359,0.000359
38,2079.99,1.13436,0.6639,1.2638,0.95181,0.92598,0.95935,0.58818,1.35975,0.56488,1.57227,0.00033425,0.00033425,0.00033425
39,2135.6,1.12734,0.65275,1.24848,0.95025,0.9127,0.9567,0.58541,1.36671,0.57969,1.57939,0.0003095,0.0003095,0.0003095
40,2189.94,1.11144,0.6445,1.24676,0.9735,0.91899,0.96795,0.59246,1.35202,0.54826,1.56209,0.00028475,0.00028475,0.00028475
41,2244.75,1.04722,0.49917,1.28107,0.96313,0.90634,0.96165,0.58848,1.36298,0.54854,1.57999,0.00026,0.00026,0.00026
42,2298.81,1.01598,0.47845,1.25925,0.96438,0.92007,0.96376,0.5841,1.35639,0.55152,1.57821,0.00023525,0.00023525,0.00023525
43,2353.18,0.98579,0.46894,1.2341,0.96509,0.93733,0.9663,0.59924,1.3435,0.53608,1.57492,0.0002105,0.0002105,0.0002105
44,2407.57,0.95963,0.45615,1.22112,0.94536,0.93723,0.95924,0.59914,1.35502,0.54531,1.5963,0.00018575,0.00018575,0.00018575
45,2461.95,0.94059,0.44417,1.21231,0.96746,0.935,0.96303,0.60336,1.354,0.52751,1.60342,0.000161,0.000161,0.000161
46,2516.04,0.92113,0.4305,1.19012,0.96524,0.93162,0.96279,0.59938,1.35432,0.52518,1.59879,0.00013625,0.00013625,0.00013625
47,2570.25,0.9003,0.42773,1.17857,0.96227,0.93592,0.96362,0.6008,1.34829,0.52943,1.59099,0.0001115,0.0001115,0.0001115
48,2624.33,0.88465,0.41654,1.16207,0.96309,0.93848,0.96519,0.60632,1.33905,0.52422,1.59221,8.675e-05,8.675e-05,8.675e-05
49,2678.67,0.86505,0.40962,1.14995,0.9587,0.94233,0.96511,0.60944,1.33845,0.52455,1.59895,6.2e-05,6.2e-05,6.2e-05
50,2732.87,0.85578,0.40303,1.13927,0.94948,0.95092,0.96676,0.61073,1.33616,0.52259,1.60234,3.725e-05,3.725e-05,3.725e-05
