epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,5806.69,1.37101,0.99063,1.53969,0.93942,0.91051,0.9552,0.56877,1.4024,0.69656,1.65363,0.00038375,0.00038375,0.00038375
37,5969.39,1.34105,0.9766,1.52872,0.91924,0.91539,0.94362,0.56672,1.39654,0.68759,1.65571,0.000359,0.000359,0.000359
38,6131.85,1.34002,0.9528,1.52085,0.9193,0.91339,0.94605,0.57505,1.3897,0.67697,1.63371,0.00033425,0.00033425,0.00033425
39,6294.28,1.32658,0.9542,1.51042,0.92983,0.9113,0.94961,0.57696,1.39288,0.66378,1.62837,0.0003095,0.0003095,0.0003095
40,6457.29,1.31359,0.91926,1.49616,0.94421,0.89754,0.94271,0.58338,1.36664,0.6495,1.6128,0.00028475,0.00028475,0.00028475
41,6619.88,1.24748,0.72152,1.52026,0.95055,0.91096,0.95591,0.57956,1.37413,0.63832,1.62327,0.00026,0.00026,0.00026
42,6783.38,1.21153,0.68008,1.49699,0.94616,0.88967,0.95183,0.58659,1.36347,0.63751,1.62835,0.00023525,0.00023525,0.00023525
43,6945.93,1.18903,0.6507,1.46954,0.93281,0.91458,0.95479,0.58998,1.37209,0.62888,1.6257,0.0002105,0.0002105,0.0002105
44,7108.08,1.16208,0.62552,1.45068,0.95326,0.92067,0.96462,0.58864,1.36414,0.62698,1.62316,0.00018575,0.00018575,0.00018575
45,7270.51,1.14122,0.6125,1.43968,0.95098,0.93115,0.96614,0.58453,1.3761,0.62544,1.6337,0.000161,0.000161,0.000161
46,7434.85,1.11715,0.59778,1.41421,0.94533,0.92697,0.96488,0.59409,1.36476,0.61827,1.6304,0.00013625,0.00013625,0.00013625
47,7598.79,1.09971,0.5802,1.4001,0.95805,0.91444,0.9612,0.59348,1.35322,0.60984,1.62018,0.0001115,0.0001115,0.0001115
48,7762.5,1.07827,0.56672,1.38301,0.96469,0.92417,0.96998,0.59459,1.35258,0.60739,1.62634,8.675e-05,8.675e-05,8.675e-05
49,7927.27,1.05958,0.55904,1.36946,0.95997,0.92553,0.96959,0.60003,1.35558,0.61141,1.62422,6.2e-05,6.2e-05,6.2e-05
50,8091.63,1.0403,0.54519,1.35639,0.96235,0.92381,0.96668,0.60405,1.34541,0.59967,1.61964,3.725e-05,3.725e-05,3.725e-05
